unnamed:_0,filing_date,trade_date,ticker,insider_name,insider_title,trade_type,price,qty,owned,δown%,value,trade_price,trade_value,delta_own_pct,trade_date_ddmmyyyy,filing_date_ddmmyyyy,calc_value,value_abs_diff
,2023-10-02 16:17:11,2023-09-30,JPM,Flynn Timothy Patrick,Dir,A,$145.02,267.0,67541.0,0,"+$38,750",145.02,38750.0,0.0,30/09/2023,02/10/2023,38720.340000000004,29.659999999996217
,2023-10-02 16:16:03,2023-09-30,JPM,Burke Stephen B,Dir,A,$145.02,353.0,248042.0,0,"+$51,250",145.02,51250.0,0.0,30/09/2023,02/10/2023,51192.060000000005,57.93999999999505
,2023-09-06 18:17:04,2023-09-06,JPM,Friedman Stacey,GC,S,$144.86,-4310.0,87981.0,-0.05,"-$624,335",144.86,-624335.0,-0.0005,06/09/2023,06/09/2023,-624346.6000000001,11.600000000093132
A,2023-08-11 16:38:50,2023-08-08,JPM,Petno Douglas B,CEO Commercial Banking,G,$0.00,-638.0,276523.0,0,-$0,0.0,-0.0,0.0,08/08/2023,11/08/2023,-0.0,0.0
,2023-08-09 16:57:36,2023-08-09,JPM,Petno Douglas B,CEO Commercial Banking,G,$0.00,-638.0,404291.0,0,-$0,0.0,-0.0,0.0,09/08/2023,09/08/2023,-0.0,0.0
,2023-08-08 16:20:05,2023-08-07,JPM,Friedman Stacey,GC,S,$157.16,-4310.0,92291.0,-0.04,"-$677,343",157.16,-677343.0,-0.0004,07/08/2023,08/08/2023,-677359.6,16.599999999976717
,2023-07-03 16:18:21,2023-06-30,JPM,Rometty Virginia M,Dir,A,$145.44,232.0,8843.0,0.03,"+$33,750",145.44,33750.0,0.0003,30/06/2023,03/07/2023,33742.08,7.919999999998254
,2023-07-03 16:18:19,2023-06-30,JPM,Novakovic Phebe N,Dir,A,$145.44,223.0,7496.0,0.03,"+$32,500",145.44,32500.0,0.0003,30/06/2023,03/07/2023,32433.12,66.88000000000102
,2023-07-03 16:18:14,2023-06-30,JPM,Neal Michael A,Dir,A,$145.44,223.0,54002.0,0,"+$32,500",145.44,32500.0,0.0,30/06/2023,03/07/2023,32433.12,66.88000000000102
,2023-07-03 16:17:07,2023-06-30,JPM,Hobson Mellody L,Dir,A,$145.44,258.0,146873.0,0,"+$37,500",145.44,37500.0,0.0,30/06/2023,03/07/2023,37523.52,23.5199999999968
,2023-07-03 16:17:06,2023-06-30,JPM,Gorsky Alex,Dir,A,$145.44,223.0,2363.0,0.1,"+$32,500",145.44,32500.0,0.001,30/06/2023,03/07/2023,32433.12,66.88000000000102
,2023-07-03 16:17:03,2023-06-30,JPM,Flynn Timothy Patrick,Dir,A,$145.44,266.0,66876.0,0,"+$38,750",145.44,38750.0,0.0,30/06/2023,03/07/2023,38687.04,62.95999999999913
,2023-07-03 16:16:57,2023-06-30,JPM,Burke Stephen B,Dir,A,$145.44,352.0,246776.0,0,"+$51,250",145.44,51250.0,0.0,30/06/2023,03/07/2023,51194.88,55.12000000000262
,2023-06-15 17:35:09,2023-06-15,JPM,Petno Douglas B,CEO Commercial Banking,S,$142.16,-4930.0,404929.0,-0.01,"-$700,864",142.16,-700864.0,-0.0001,15/06/2023,15/06/2023,-700848.7999999999,15.20000000006985
,2023-06-15 17:33:00,2023-06-15,JPM,Scher Peter,Vice COB,S,$141.39,-2482.0,41333.0,-0.06,"-$350,930",141.39,-350930.0,-0.0006,15/06/2023,15/06/2023,-350929.98,0.02000000001862645
,2023-06-15 17:31:57,2023-06-15,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",S,$142.15,-8118.0,560373.0,-0.01,"-$1,154,002",142.15,-1154002.0,-0.0001,15/06/2023,15/06/2023,-1153973.7,28.300000000046566
,2023-06-12 16:31:25,2023-06-12,JPM,Piepszak Jennifer,Co-CEO CCB,S,$140.70,-1871.0,22926.0,-0.08,"-$263,243",140.7,-263243.0,-0.0008,12/06/2023,12/06/2023,-263249.69999999995,6.699999999953434
,2023-05-19 16:21:23,2023-05-19,JPM,Scher Peter,Vice COB,S,$140.08,-1241.0,43815.0,-0.03,"-$173,836",140.08,-173836.0,-0.0003,19/05/2023,19/05/2023,-173839.28000000003,3.2800000000279397
,2023-05-16 16:34:33,2023-05-15,JPM,Bacon Ashley,Chief Risk Officer,S,$135.00,-16766.0,195356.0,-0.08,"-$2,263,462",135.0,-2263462.0,-0.0008,15/05/2023,16/05/2023,-2263410.0,52.0
,2023-05-16 16:34:32,2023-05-15,JPM,Beer Lori A,CIO,S,$135.00,-15926.0,41196.0,-0.28,"-$2,150,066",135.0,-2150066.0,-0.0028000000000000004,15/05/2023,16/05/2023,-2150010.0,56.0
,2023-05-16 16:34:25,2023-05-12,JPM,Dimon James,"COB, CEO",G,$0.00,-277480.0,8631515.0,0.03,-$0,0.0,-0.0,0.0003,12/05/2023,16/05/2023,-0.0,0.0
,2023-05-16 16:34:22,2023-05-15,JPM,Scher Peter,Vice COB,S,$135.02,-1240.0,45056.0,-0.03,"-$167,421",135.02,-167421.0,-0.0003,15/05/2023,16/05/2023,-167424.80000000002,3.8000000000174623
,2023-05-16 16:34:09,2023-05-15,JPM,Petno Douglas B,CEO Commercial Banking,S,$134.90,-4932.0,409859.0,-0.01,"-$665,331",134.9,-665331.0,-0.0001,15/05/2023,16/05/2023,-665326.8,4.199999999953434
,2023-05-16 16:34:00,2023-05-15,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",S,$134.81,-8119.0,568491.0,-0.01,"-$1,094,483",134.81,-1094483.0,-0.0001,15/05/2023,16/05/2023,-1094522.3900000001,39.390000000130385
,2023-05-11 18:32:24,2023-05-11,JPM,Pinto Daniel E,"Pres, COO, CEO CIB",S,$135.93,-113640.0,566665.0,-0.17,"-$15,446,790",135.93,-15446790.0,-0.0017000000000000001,11/05/2023,11/05/2023,-15447085.200000001,295.2000000011176
,2023-05-11 18:31:21,2023-05-11,JPM,Piepszak Jennifer,Co-CEO CCB,S,$135.97,-1871.0,24797.0,-0.07,"-$254,405",135.97,-254405.0,-0.0007000000000000001,11/05/2023,11/05/2023,-254399.87,5.130000000004657
,2023-04-03 16:16:51,2023-03-31,JPM,Gorsky Alex,Dir,A,$130.31,255.0,2124.0,0.14,"+$33,274",130.31,33274.0,0.0014000000000000002,31/03/2023,03/04/2023,33229.05,44.94999999999709
,2023-04-03 16:16:42,2023-03-31,JPM,Flynn Timothy Patrick,Dir,A,$130.31,297.0,66169.0,0,"+$38,750",130.31,38750.0,0.0,31/03/2023,03/04/2023,38702.07,47.93000000000029
,2023-04-03 16:16:38,2023-03-31,JPM,Hobson Mellody L,Dir,A,$130.31,288.0,146483.0,0,"+$37,500",130.31,37500.0,0.0,31/03/2023,03/04/2023,37529.28,29.279999999998836
,2023-04-03 16:16:34,2023-03-31,JPM,Neal Michael A,Dir,A,$130.31,249.0,53430.0,0,"+$32,500",130.31,32500.0,0.0,31/03/2023,03/04/2023,32447.190000000002,52.80999999999767
,2023-04-03 16:16:27,2023-03-31,JPM,Rometty Virginia M,Dir,A,$130.31,259.0,8546.0,0.03,"+$33,750",130.31,33750.0,0.0003,31/03/2023,03/04/2023,33750.29,0.2900000000008731
,2023-04-03 16:16:23,2023-03-31,JPM,Burke Stephen B,Dir,A,$130.31,393.0,245340.0,0,"+$51,250",130.31,51250.0,0.0,31/03/2023,03/04/2023,51211.83,38.169999999998254
,2023-04-03 16:16:19,2023-03-31,JPM,Novakovic Phebe N,Dir,A,$130.31,249.0,7219.0,0.04,"+$32,500",130.31,32500.0,0.0004,31/03/2023,03/04/2023,32447.190000000002,52.80999999999767
D,2023-03-28 16:18:05,2023-03-25,JPM,Lake Marianne,Co-CEO CCB,F,$124.40,-28966.0,235514.0,-0.11,"-$3,603,249",124.4,-3603249.0,-0.0011,25/03/2023,28/03/2023,-3603370.4000000004,121.40000000037253
D,2023-03-28 16:18:03,2023-03-25,JPM,Piepszak Jennifer,Co-CEO CCB,F,$124.40,-18518.0,26668.0,-0.41,"-$2,303,504",124.4,-2303504.0,-0.0040999999999999995,25/03/2023,28/03/2023,-2303639.2,135.20000000018626
D,2023-03-28 16:17:58,2023-03-25,JPM,Pinto Daniel E,"Pres, COO, CEO CIB",F,$124.40,-48194.0,680305.0,-0.07,"-$5,995,093",124.4,-5995093.0,-0.0007000000000000001,25/03/2023,28/03/2023,-5995333.600000001,240.6000000005588
D,2023-03-28 16:17:54,2023-03-25,JPM,Dimon James,"COB, CEO",F,$124.40,-165331.0,8631447.0,-0.02,"-$20,566,365",124.4,-20566365.0,-0.0002,25/03/2023,28/03/2023,-20567176.400000002,811.4000000022352
D,2023-03-28 16:17:46,2023-03-25,JPM,Scher Peter,Vice COB,F,$124.40,-9447.0,46296.0,-0.17,"-$1,175,192",124.4,-1175192.0,-0.0017000000000000001,25/03/2023,28/03/2023,-1175206.8,14.800000000046566
D,2023-03-28 16:17:44,2023-03-25,JPM,Petno Douglas B,CEO Commercial Banking,F,$124.40,-24403.0,414791.0,-0.06,"-$3,035,659",124.4,-3035659.0,-0.0006,25/03/2023,28/03/2023,-3035733.2,74.20000000018626
D,2023-03-28 16:17:41,2023-03-25,JPM,Friedman Stacey,GC,F,$124.40,-21329.0,96601.0,-0.18,"-$2,653,196",124.4,-2653196.0,-0.0018,25/03/2023,28/03/2023,-2653327.6,131.60000000009313
D,2023-03-28 16:17:40,2023-02-02,JPM,Leopold Robin,Head of HR,G,$0.00,768.0,51383.0,-0.01,+$0,0.0,0.0,-0.0001,02/02/2023,28/03/2023,0.0,0.0
D,2023-03-28 16:17:40,2023-03-25,JPM,Leopold Robin,Head of HR,F,$124.40,-7854.0,51383.0,-0.13,"-$977,030",124.4,-977030.0,-0.0013,25/03/2023,28/03/2023,-977037.6000000001,7.600000000093132
D,2023-03-28 16:17:35,2023-03-25,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",F,$124.40,-40176.0,576610.0,-0.07,"-$4,997,734",124.4,-4997734.0,-0.0007000000000000001,25/03/2023,28/03/2023,-4997894.4,160.40000000037253
D,2023-03-28 16:17:34,2023-03-25,JPM,Beer Lori A,CIO,F,$124.40,-13393.0,57122.0,-0.19,"-$1,665,965",124.4,-1665965.0,-0.0019,25/03/2023,28/03/2023,-1666089.2000000002,124.20000000018626
D,2023-03-28 16:17:30,2023-03-25,JPM,Bacon Ashley,Chief Risk Officer,F,$124.40,-21063.0,212122.0,-0.09,"-$2,620,098",124.4,-2620098.0,-0.0009,25/03/2023,28/03/2023,-2620237.2,139.20000000018626
,2023-02-15 16:39:55,2023-02-14,JPM,Petno Douglas B,CEO Commercial Banking,G,$0.00,-2849.0,395066.0,-0.01,-$0,0.0,-0.0,-0.0001,14/02/2023,15/02/2023,-0.0,0.0
,2023-01-20 16:18:04,2023-01-19,JPM,Hobson Mellody L,Dir,P,$134.53,375.0,146195.0,0,"+$50,448",134.53,50448.0,0.0,19/01/2023,20/01/2023,50448.75,0.75
,2023-01-19 16:33:26,2023-01-17,JPM,Rometty Virginia M,Dir,A,$140.38,1781.0,8287.0,0.27,"+$250,000",140.38,250000.0,0.0027,17/01/2023,19/01/2023,250016.78,16.779999999998836
,2023-01-19 16:32:12,2023-01-17,JPM,Novakovic Phebe N,Dir,A,$140.38,1781.0,6970.0,0.34,"+$250,000",140.38,250000.0,0.0034000000000000002,17/01/2023,19/01/2023,250016.78,16.779999999998836
,2023-01-19 16:32:03,2023-01-17,JPM,Neal Michael A,Dir,A,$140.38,1781.0,53181.0,0.03,"+$250,000",140.38,250000.0,0.0003,17/01/2023,19/01/2023,250016.78,16.779999999998836
,2023-01-19 16:30:42,2023-01-17,JPM,Hobson Mellody L,Dir,A,$140.38,1781.0,145820.0,0.01,"+$250,000",140.38,250000.0,0.0001,17/01/2023,19/01/2023,250016.78,16.779999999998836
,2023-01-19 16:30:39,2023-01-17,JPM,Gorsky Alex,Dir,A,$140.38,1781.0,1869.0,>999%,"+$250,000",140.38,250000.0,,17/01/2023,19/01/2023,250016.78,16.779999999998836
,2023-01-19 16:30:33,2023-01-17,JPM,Flynn Timothy Patrick,Dir,A,$140.38,1781.0,65872.0,0.03,"+$250,000",140.38,250000.0,0.0003,17/01/2023,19/01/2023,250016.78,16.779999999998836
,2023-01-19 16:29:15,2023-01-17,JPM,Crown James S,Dir,A,$140.38,1781.0,12500680.0,0,"+$250,000",140.38,250000.0,0.0,17/01/2023,19/01/2023,250016.78,16.779999999998836
,2023-01-19 16:28:03,2023-01-17,JPM,Burke Stephen B,Dir,A,$140.38,1781.0,244946.0,0.01,"+$250,000",140.38,250000.0,0.0001,17/01/2023,19/01/2023,250016.78,16.779999999998836
,2023-01-19 16:28:02,2023-01-17,JPM,Combs Todd A.,Dir,A,$140.38,1781.0,29273.0,0.06,"+$250,000",140.38,250000.0,0.0006,17/01/2023,19/01/2023,250016.78,16.779999999998836
,2023-01-19 16:26:43,2023-01-17,JPM,Bammann Linda,Dir,A,$140.38,1781.0,97051.0,0.02,"+$250,000",140.38,250000.0,0.0002,17/01/2023,19/01/2023,250016.78,16.779999999998836
D,2023-01-17 20:52:20,2023-01-13,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",F,$139.15,-23242.0,544136.0,-0.04,"-$3,234,008",139.15,-3234008.0,-0.0004,13/01/2023,17/01/2023,-3234124.3000000003,116.3000000002794
D,2023-01-17 20:52:20,2023-01-17,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",S+OE,$140.29,-10340.0,544136.0,-0.02,"-$1,450,642",140.29,-1450642.0,-0.0002,17/01/2023,17/01/2023,-1450598.5999999999,43.4000000001397
D,2023-01-17 20:52:19,2023-01-13,JPM,Friedman Stacey,GC,F,$139.15,-12152.0,79361.0,-0.13,"-$1,690,890",139.15,-1690890.0,-0.0013,13/01/2023,17/01/2023,-1690950.8,60.800000000046566
D,2023-01-17 20:52:19,2023-01-17,JPM,Friedman Stacey,GC,S+OE,$140.31,-23148.0,79361.0,-0.23,"-$3,247,803",140.31,-3247803.0,-0.0023,17/01/2023,17/01/2023,-3247895.88,92.87999999988824
D,2023-01-17 20:52:08,2023-01-13,JPM,Lake Marianne,Co-CEO CCB,F,$139.15,-16670.0,212100.0,-0.07,"-$2,319,547",139.15,-2319547.0,-0.0007000000000000001,13/01/2023,17/01/2023,-2319630.5,83.5
D,2023-01-17 20:52:08,2023-01-17,JPM,Lake Marianne,Co-CEO CCB,S+OE,$141.00,-10000.0,212100.0,-0.05,"-$1,410,000",141.0,-1410000.0,-0.0005,17/01/2023,17/01/2023,-1410000.0,0.0
D,2023-01-17 20:52:01,2023-01-13,JPM,Petno Douglas B,CEO Commercial Banking,F,$139.15,-13668.0,397915.0,-0.03,"-$1,901,834",139.15,-1901834.0,-0.0003,13/01/2023,17/01/2023,-1901902.2000000002,68.20000000018626
D,2023-01-17 20:52:01,2023-01-17,JPM,Petno Douglas B,CEO Commercial Banking,S+OE,$140.30,-11644.0,397915.0,-0.03,"-$1,633,697",140.3,-1633697.0,-0.0003,17/01/2023,17/01/2023,-1633653.2000000002,43.799999999813735
D,2023-01-17 20:52:00,2023-01-13,JPM,Piepszak Jennifer,Co-CEO CCB,F,$139.15,-11282.0,11700.0,-0.49,"-$1,569,834",139.15,-1569834.0,-0.0049,13/01/2023,17/01/2023,-1569890.3,56.300000000046566
D,2023-01-17 20:52:00,2023-01-17,JPM,Piepszak Jennifer,Co-CEO CCB,S+OE,$140.32,-10462.0,11700.0,-0.47,"-$1,467,979",140.32,-1467979.0,-0.004699999999999999,17/01/2023,17/01/2023,-1468027.8399999999,48.83999999985099
D,2023-01-17 20:51:50,2023-01-13,JPM,Scher Peter,Vice COB,F,$139.15,-4769.0,36369.0,-0.12,"-$663,583",139.15,-663583.0,-0.0012,13/01/2023,17/01/2023,-663606.35,23.349999999976717
D,2023-01-17 20:51:50,2023-01-17,JPM,Scher Peter,Vice COB,S+OE,$140.32,-4399.0,36369.0,-0.11,"-$617,252",140.32,-617252.0,-0.0011,17/01/2023,17/01/2023,-617267.6799999999,15.679999999934807
D,2023-01-17 19:41:51,2023-01-13,JPM,Korablina Elena A,Corporate Controller,F,$139.15,-4382.0,23914.0,-0.15,"-$609,733",139.15,-609733.0,-0.0015,13/01/2023,17/01/2023,-609755.3,22.300000000046566
D,2023-01-17 19:32:39,2023-01-13,JPM,Pinto Daniel E,"Pres, COO, CEO CIB",F,$139.15,-31931.0,647198.0,-0.05,"-$4,443,039",139.15,-4443039.0,-0.0005,13/01/2023,17/01/2023,-4443198.65,159.65000000037253
D,2023-01-17 19:21:10,2023-01-13,JPM,Leopold Robin,Head of HR,F,$139.15,-4488.0,45036.0,-0.09,"-$624,483",139.15,-624483.0,-0.0009,13/01/2023,17/01/2023,-624505.2000000001,22.20000000006985
D,2023-01-17 19:17:00,2023-01-13,JPM,Beer Lori A,CIO,F,$139.15,-7048.0,46297.0,-0.13,"-$980,694",139.15,-980694.0,-0.0013,13/01/2023,17/01/2023,-980729.2000000001,35.20000000006985
D,2023-01-17 19:12:52,2023-01-13,JPM,Barnum Jeremy,CFO,F,$139.15,-8763.0,25904.0,-0.25,"-$1,219,328",139.15,-1219328.0,-0.0025,13/01/2023,17/01/2023,-1219371.45,43.449999999953434
D,2023-01-17 19:08:42,2023-01-13,JPM,Bacon Ashley,Chief Risk Officer,F,$139.15,-11874.0,191927.0,-0.06,"-$1,652,208",139.15,-1652208.0,-0.0006,13/01/2023,17/01/2023,-1652267.1,59.10000000009313
,2023-01-04 16:23:30,2022-12-31,JPM,Rometty Virginia M,Dir,A,$134.10,252.0,6462.0,0.04,"+$33,750",134.1,33750.0,0.0004,31/12/2022,04/01/2023,33793.2,43.19999999999709
,2023-01-04 16:22:36,2022-12-31,JPM,Novakovic Phebe N,Dir,A,$134.10,242.0,5155.0,0.05,"+$32,500",134.1,32500.0,0.0005,31/12/2022,04/01/2023,32452.199999999997,47.80000000000291
,2023-01-04 16:21:26,2022-12-31,JPM,Neal Michael A,Dir,A,$134.10,242.0,51095.0,0,"+$32,500",134.1,32500.0,0.0,31/12/2022,04/01/2023,32452.199999999997,47.80000000000291
,2023-01-04 16:20:52,2022-12-31,JPM,Hobson Mellody L,Dir,A,$134.10,261.0,143932.0,0,"+$35,000",134.1,35000.0,0.0,31/12/2022,04/01/2023,35000.1,0.09999999999854481
,2023-01-04 16:19:40,2022-12-31,JPM,Flynn Timothy Patrick,Dir,A,$134.10,289.0,63702.0,0,"+$38,750",134.1,38750.0,0.0,31/12/2022,04/01/2023,38754.9,4.900000000001455
,2023-01-04 16:18:44,2022-12-31,JPM,Burke Stephen B,Dir,A,$134.10,382.0,242186.0,0,"+$51,250",134.1,51250.0,0.0,31/12/2022,04/01/2023,51226.2,23.80000000000291
,2022-11-14 16:22:49,2022-11-10,JPM,Petno Douglas B,CEO Commercial Banking,S,$135.01,-5139.0,396548.0,-0.01,"-$693,831",135.01,-693831.0,-0.0001,10/11/2022,14/11/2022,-693816.3899999999,14.610000000102445
,2022-11-14 16:22:49,2022-11-14,JPM,Petno Douglas B,CEO Commercial Banking,G,$0.00,-1510.0,396548.0,0,-$0,0.0,-0.0,0.0,14/11/2022,14/11/2022,-0.0,0.0
,2022-11-14 16:21:58,2022-11-10,JPM,Scher Peter,Vice COB,S,$133.02,-1311.0,33662.0,-0.04,"-$174,392",133.02,-174392.0,-0.0004,10/11/2022,14/11/2022,-174389.22,2.779999999998836
,2022-11-09 16:17:21,2022-11-09,JPM,Dimon James,"COB, CEO",G,$0.00,-176091.0,8497768.0,-0.02,-$0,0.0,-0.0,-0.0002,09/11/2022,09/11/2022,-0.0,0.0
D,2022-10-27 17:12:07,2022-10-25,JPM,Korablina Elena A,Corporate Controller,F,$122.08,-999.0,19718.0,-0.05,"-$121,958",122.08,-121958.0,-0.0005,25/10/2022,27/10/2022,-121957.92,0.08000000000174623
,2022-10-27 17:00:50,2022-10-26,JPM,Scher Peter,Vice COB,S,$125.02,-1310.0,34973.0,-0.04,"-$163,773",125.02,-163773.0,-0.0004,26/10/2022,27/10/2022,-163776.19999999998,3.1999999999825377
,2022-10-27 16:59:40,2022-10-26,JPM,Petno Douglas B,CEO Commercial Banking,S,$125.02,-5139.0,403197.0,-0.01,"-$642,456",125.02,-642456.0,-0.0001,26/10/2022,27/10/2022,-642477.78,21.78000000002794
,2022-10-27 16:58:32,2022-10-26,JPM,Leopold Robin,Head of HR,S,$125.07,-2000.0,39547.0,-0.05,"-$250,144",125.07,-250144.0,-0.0005,26/10/2022,27/10/2022,-250140.0,4.0
,2022-10-19 16:17:45,2022-10-18,JPM,Petno Douglas B,CEO Commercial Banking,S,$120.05,-5140.0,408336.0,-0.01,"-$617,055",120.05,-617055.0,-0.0001,18/10/2022,19/10/2022,-617057.0,2.0
,2022-10-18 16:24:36,2022-10-17,JPM,Erdoes Mary E.,"CEO Asset, Wealth Management",S,$115.77,-33515.0,533795.0,-0.06,"-$3,880,135",115.77,-3880135.0,-0.0006,17/10/2022,18/10/2022,-3880031.55,103.45000000018626
D,2022-10-18 16:24:23,2022-10-17,JPM,Pinto Daniel E,"Pres, COO, CEO CIB",F,$115.67,-81793.0,624657.0,-0.12,"-$9,460,587",115.67,-9460587.0,-0.0012,17/10/2022,18/10/2022,-9460996.31,409.31000000052154
,2022-10-03 16:20:53,2022-09-30,JPM,Rometty Virginia M,Dir,A,$104.50,299.0,6156.0,0.05,"+$31,250",104.5,31250.0,0.0005,30/09/2022,03/10/2022,31245.5,4.5
,2022-10-03 16:20:47,2022-09-30,JPM,Novakovic Phebe N,Dir,A,$104.50,311.0,4873.0,0.07,"+$32,500",104.5,32500.0,0.0007000000000000001,30/09/2022,03/10/2022,32499.5,0.5
,2022-10-03 16:20:42,2022-09-30,JPM,Neal Michael A,Dir,A,$104.50,311.0,50470.0,0.01,"+$32,500",104.5,32500.0,0.0001,30/09/2022,03/10/2022,32499.5,0.5
,2022-10-03 16:20:38,2022-09-30,JPM,Hobson Mellody L,Dir,A,$104.50,335.0,143539.0,0,"+$35,000",104.5,35000.0,0.0,30/09/2022,03/10/2022,35007.5,7.5
,2022-10-03 16:20:34,2022-09-30,JPM,Flynn Timothy Patrick,Dir,A,$104.50,371.0,62923.0,0.01,"+$38,750",104.5,38750.0,0.0001,30/09/2022,03/10/2022,38769.5,19.5
,2022-10-03 16:19:30,2022-09-30,JPM,Burke Stephen B,Dir,A,$104.50,467.0,240570.0,0,"+$48,750",104.5,48750.0,0.0,30/09/2022,03/10/2022,48801.5,51.5
,2022-07-01 16:18:08,2022-06-30,JPM,Burke Stephen B,Dir,A,$112.61,411.0,238925.0,0,"+$46,250",112.61,46250.0,0.0,30/06/2022,01/07/2022,46282.71,32.70999999999913
,2022-07-01 16:18:03,2022-06-30,JPM,Rometty Virginia M,Dir,A,$112.61,255.0,5807.0,0.05,"+$28,750",112.61,28750.0,0.0005,30/06/2022,01/07/2022,28715.55,34.45000000000073
,2022-07-01 16:17:51,2022-06-30,JPM,Novakovic Phebe N,Dir,A,$112.61,289.0,4526.0,0.07,"+$32,500",112.61,32500.0,0.0007000000000000001,30/06/2022,01/07/2022,32544.29,44.29000000000087
,2022-07-01 16:17:37,2022-06-30,JPM,Neal Michael A,Dir,A,$112.61,289.0,49794.0,0.01,"+$32,500",112.61,32500.0,0.0001,30/06/2022,01/07/2022,32544.29,44.29000000000087
,2022-07-01 16:17:34,2022-06-30,JPM,Hobson Mellody L,Dir,A,$112.61,289.0,143080.0,0,"+$32,500",112.61,32500.0,0.0,30/06/2022,01/07/2022,32544.29,44.29000000000087
,2022-07-01 16:17:31,2022-06-30,JPM,Flynn Timothy Patrick,Dir,A,$112.61,344.0,62087.0,0.01,"+$38,750",112.61,38750.0,0.0001,30/06/2022,01/07/2022,38737.84,12.160000000003492
,2022-05-02 16:21:16,2022-04-22,JPM,Crown James S,Dir,G,$0.00,5148.0,12493927.0,0,+$0,0.0,0.0,0.0,22/04/2022,02/05/2022,0.0,0.0
A,2022-05-02 16:19:29,2022-01-18,JPM,Korablina Elena A,Corporate Controller,F,$153.16,-475.0,19011.0,-0.02,"-$72,751",153.16,-72751.0,-0.0002,18/01/2022,02/05/2022,-72751.0,0.0
,2022-04-19 17:03:17,2022-04-19,JPM,Bacon Ashley,Chief Risk Officer,S,$130.04,-21012.0,178588.0,-0.11,"-$2,732,344",130.04,-2732344.0,-0.0011,19/04/2022,19/04/2022,-2732400.48,56.47999999998137
,2022-04-14 17:00:46,2022-04-14,JPM,Piepszak Jennifer,Co-CEO CCB,S,$126.19,-4668.0,11135.0,-0.3,"-$589,051",126.19,-589051.0,-0.003,14/04/2022,14/04/2022,-589054.92,3.9200000000419095
,2022-04-01 16:16:33,2022-03-31,JPM,Rometty Virginia M,Dir,A,$136.32,229.0,5512.0,0.04,"+$31,250",136.32,31250.0,0.0004,31/03/2022,01/04/2022,31217.28,32.720000000001164
,2022-04-01 16:16:28,2022-03-31,JPM,Hobson Mellody L,Dir,A,$136.32,238.0,142689.0,0,"+$32,500",136.32,32500.0,0.0,31/03/2022,01/04/2022,32444.16,55.840000000000146
,2022-04-01 16:16:24,2022-03-31,JPM,Novakovic Phebe N,Dir,A,$136.32,238.0,4209.0,0.06,"+$32,500",136.32,32500.0,0.0006,31/03/2022,01/04/2022,32444.16,55.840000000000146
,2022-04-01 16:16:20,2022-03-31,JPM,Neal Michael A,Dir,A,$136.32,238.0,49200.0,0,"+$32,500",136.32,32500.0,0.0,31/03/2022,01/04/2022,32444.16,55.840000000000146
,2022-04-01 16:16:14,2022-03-31,JPM,Burke Stephen B,Dir,A,$136.32,358.0,237523.0,0,"+$48,750",136.32,48750.0,0.0,31/03/2022,01/04/2022,48802.56,52.55999999999767
,2022-04-01 16:16:09,2022-03-31,JPM,Flynn Timothy Patrick,Dir,A,$136.32,284.0,61352.0,0,"+$38,750",136.32,38750.0,0.0,31/03/2022,01/04/2022,38714.88,35.12000000000262
D,2022-03-29 16:18:44,2022-03-25,JPM,Pinto Daniel E,"Pres, COO, CEO CIB",F,$141.99,-38864.0,601847.0,-0.06,"-$5,518,300",141.99,-5518300.0,-0.0006,25/03/2022,29/03/2022,-5518299.36,0.6399999996647239
D,2022-03-29 16:18:39,2022-03-25,JPM,Friedman Stacey,GC,F,$141.99,-26999.0,90805.0,-0.23,"-$3,833,568",141.99,-3833568.0,-0.0023,25/03/2022,29/03/2022,-3833588.0100000002,20.010000000242144
D,2022-03-29 16:18:39,2022-03-25,JPM,Beer Lori A,CIO,F,$141.99,-16875.0,38703.0,-0.3,"-$2,396,093",141.99,-2396093.0,-0.003,25/03/2022,29/03/2022,-2396081.25,11.75
D,2022-03-29 16:18:11,2022-03-25,JPM,Lake Marianne,Co-CEO CCB,F,$141.99,-38473.0,206725.0,-0.16,"-$5,462,733",141.99,-5462733.0,-0.0016,25/03/2022,29/03/2022,-5462781.2700000005,48.27000000048429
D,2022-03-29 16:18:09,2022-03-25,JPM,Scher Peter,Vice COB,F,$141.99,-12533.0,36283.0,-0.26,"-$1,779,563",141.99,-1779563.0,-0.0026,25/03/2022,29/03/2022,-1779560.6700000002,2.329999999841675
D,2022-03-29 16:18:03,2022-02-02,JPM,Leopold Robin,Head of HR,G,$0.00,726.0,41547.0,-0.02,+$0,0.0,0.0,-0.0002,02/02/2022,29/03/2022,0.0,0.0
D,2022-03-29 16:18:03,2022-03-25,JPM,Leopold Robin,Head of HR,F,$141.99,-8438.0,41547.0,-0.17,"-$1,198,127",141.99,-1198127.0,-0.0017000000000000001,25/03/2022,29/03/2022,-1198111.62,15.379999999888241
D,2022-03-29 16:17:51,2022-03-25,JPM,Petno Douglas B,CEO Commercial Banking,F,$141.99,-32399.0,413476.0,-0.07,"-$4,600,334",141.99,-4600334.0,-0.0007000000000000001,25/03/2022,29/03/2022,-4600334.010000001,0.010000000707805157
